user_id,rating,rating_date,movie_id
1033930,5.0,2005-01-24,28.0
2238060,5.0,2004-08-15,28.0
1852040,3.0,2004-01-12,28.0
1612901,4.0,2005-08-27,28.0
2634967,3.0,2004-01-13,28.0
2625420,2.0,2004-04-23,30.0
908205,4.0,2004-06-25,30.0
1977959,2.0,2004-03-30,30.0
1984086,5.0,2004-07-28,30.0
303948,4.0,2004-07-14,30.0
1673185,3.0,2004-08-17,30.0
2602249,3.0,2004-05-25,30.0
786312,2.0,2005-01-07,30.0
2102030,5.0,2004-03-31,30.0
2119007,3.0,2005-09-09,30.0
525356,2.0,2005-11-01,30.0
1509395,5.0,2004-09-27,30.0
1784150,3.0,2004-11-30,30.0
1001129,2.0,2004-08-29,30.0
789969,4.0,2005-03-25,30.0
1927580,2.0,2005-10-14,30.0
716874,3.0,2005-05-13,30.0
727242,3.0,2004-05-06,30.0
1272379,2.0,2005-11-11,30.0
2035299,3.0,2004-05-11,30.0
1314869,3.0,2004-05-06,30.0
1166912,3.0,2005-07-11,30.0
2237185,4.0,2004-06-02,30.0
2062350,5.0,2004-12-07,30.0
1139570,4.0,2004-05-27,30.0
1819462,3.0,2005-03-03,30.0
2439493,3.0,2005-03-09,30.0
530789,5.0,2004-06-01,30.0
147386,4.0,2004-09-18,30.0
1452127,3.0,2005-05-29,30.0
238740,3.0,2004-10-27,30.0
684876,3.0,2004-04-01,30.0
1473980,5.0,2005-08-16,30.0
1110156,5.0,2004-04-05,30.0
1028463,5.0,2004-12-29,30.0
743633,5.0,2004-12-24,30.0
952156,4.0,2004-04-08,30.0
1903324,4.0,2004-05-12,30.0
2248080,3.0,2004-06-14,30.0
818752,5.0,2004-04-02,30.0
638020,3.0,2004-04-07,30.0
769702,4.0,2005-02-28,30.0
2457095,4.0,2004-05-20,30.0
394895,5.0,2004-04-23,30.0
595778,4.0,2004-05-14,30.0
1105029,4.0,2005-02-12,30.0
184705,5.0,2004-11-18,30.0
507603,2.0,2005-03-23,30.0
341649,4.0,2004-03-31,30.0
2537543,4.0,2005-03-17,30.0
2083367,4.0,2004-02-04,30.0
322009,5.0,2005-11-11,30.0
1470123,4.0,2004-04-04,30.0
157667,3.0,2004-12-26,30.0
1664010,5.0,2005-10-13,30.0
49890,5.0,2004-03-31,30.0
862596,3.0,2005-09-14,30.0
2297136,3.0,2005-03-23,30.0
873713,3.0,2005-05-17,30.0
2514777,4.0,2004-07-16,30.0
1935793,3.0,2004-12-01,30.0
166041,5.0,2005-04-03,30.0
722591,5.0,2004-03-31,30.0
2291306,1.0,2004-03-01,30.0
3321,5.0,2004-09-28,30.0
2225743,5.0,2004-01-02,30.0
1317671,5.0,2005-04-03,30.0
1559083,4.0,2004-04-01,30.0
1557557,2.0,2004-08-27,30.0
2606799,4.0,2004-11-15,30.0
1984315,4.0,2004-07-25,30.0
1146000,2.0,2004-05-24,30.0
647979,3.0,2004-02-13,30.0
716173,5.0,2005-04-06,30.0
789014,4.0,2004-04-12,30.0
682963,4.0,2005-06-20,30.0
504620,3.0,2005-07-15,30.0
16272,4.0,2005-04-25,30.0
319058,4.0,2004-07-02,30.0
825353,1.0,2005-12-11,30.0
305344,1.0,2004-04-01,30.0
844028,5.0,2004-05-24,30.0
1710658,3.0,2005-11-15,30.0
1403217,4.0,2004-04-12,30.0
1205174,4.0,2005-01-24,30.0
2147527,4.0,2005-01-27,30.0
74441,4.0,2003-12-13,30.0
447759,5.0,2005-09-28,30.0
2150746,4.0,2004-05-05,30.0
2584676,5.0,2004-04-24,30.0
2315012,5.0,2004-04-06,30.0
1431356,4.0,2005-02-13,30.0
402266,5.0,2004-06-20,30.0
752642,3.0,2004-04-12,30.0
555528,5.0,2004-06-01,30.0
2485642,4.0,2005-08-08,30.0
2056022,4.0,2004-04-02,30.0
2176465,4.0,2005-02-04,30.0
2220732,4.0,2004-06-18,30.0
1519378,5.0,2004-05-11,30.0
2118461,5.0,2005-08-29,30.0
2157060,2.0,2005-04-09,30.0
2061495,4.0,2004-06-07,30.0
387418,3.0,2003-11-27,30.0
1029163,3.0,2004-04-04,30.0
1114324,4.0,2004-11-13,30.0
1932594,5.0,2004-05-29,30.0
794999,5.0,2004-05-27,30.0
958687,4.0,2005-03-02,30.0
1061195,5.0,2004-04-01,30.0
1257336,3.0,2004-11-20,30.0
1037245,4.0,2004-06-30,30.0
1233297,3.0,2004-06-02,30.0
1639792,3.0,2004-12-25,30.0
57633,2.0,2004-03-30,30.0
2143500,3.0,2005-01-21,30.0
2460347,4.0,2004-06-04,30.0
1033930,4.0,2004-05-29,30.0
518137,4.0,2005-09-18,30.0
2238060,5.0,2004-09-25,30.0
1707198,3.0,2004-06-14,30.0
1852040,2.0,2004-05-09,30.0
1612901,3.0,2005-08-08,30.0
316155,4.0,2004-05-17,30.0
1300759,4.0,2004-09-21,30.0
2634967,4.0,2004-12-01,30.0
908205,4.0,2004-09-30,58.0
1984086,5.0,2005-05-02,58.0
303948,4.0,2004-12-15,58.0
1673185,2.0,2003-07-30,58.0
1227322,1.0,2003-07-16,58.0
2602249,3.0,2004-10-24,58.0
929308,4.0,2004-09-04,58.0
525356,2.0,2005-03-09,58.0
2102030,4.0,2005-05-18,58.0
1509395,3.0,2004-09-30,58.0
1784150,4.0,2005-01-19,58.0
789969,4.0,2005-03-25,58.0
1927580,1.0,2004-11-01,58.0
716874,5.0,2005-02-07,58.0
727242,1.0,2004-12-17,58.0
235789,5.0,2004-10-27,58.0
1272379,3.0,2004-09-03,58.0
2035299,4.0,2005-04-25,58.0
1792741,2.0,2004-04-24,58.0
1314869,3.0,2004-10-06,58.0
636262,1.0,2005-08-23,58.0
2237185,4.0,2004-09-03,58.0
2062350,2.0,2004-12-11,58.0
1139570,3.0,2004-09-03,58.0
1819462,2.0,2005-04-22,58.0
2439493,1.0,2004-09-04,58.0
530789,5.0,2005-03-29,58.0
147386,4.0,2004-09-18,58.0
1452127,4.0,2005-05-29,58.0
238740,4.0,2004-10-01,58.0
684876,5.0,2004-12-21,58.0
1473980,5.0,2005-08-18,58.0
2040859,4.0,2004-11-23,58.0
1110156,4.0,2003-12-30,58.0
1028463,5.0,2004-11-18,58.0
743633,5.0,2005-01-09,58.0
952156,3.0,2004-05-10,58.0
1777406,3.0,2004-09-04,58.0
1903324,1.0,2004-11-22,58.0
2248080,3.0,2004-09-03,58.0
638020,2.0,2004-10-12,58.0
769702,5.0,2005-07-02,58.0
2457095,3.0,2004-09-27,58.0
394895,4.0,2005-04-03,58.0
595778,4.0,2003-12-22,58.0
1105029,3.0,2004-12-30,58.0
184705,3.0,2004-11-16,58.0
507603,1.0,2005-08-20,58.0
341649,2.0,2003-09-17,58.0
2537543,5.0,2005-04-15,58.0
322009,3.0,2005-06-01,58.0
1470123,2.0,2005-06-14,58.0
157667,3.0,2004-09-16,58.0
1664010,5.0,2005-10-12,58.0
2327743,5.0,2004-01-16,58.0
49890,5.0,2004-10-18,58.0
507094,2.0,2004-09-27,58.0
862596,3.0,2005-09-14,58.0
2297136,2.0,2005-03-11,58.0
873713,4.0,2004-10-25,58.0
71594,4.0,2004-09-03,58.0
166041,4.0,2005-07-07,58.0
722591,5.0,2004-08-29,58.0
2291306,2.0,2004-03-03,58.0
3321,4.0,2005-07-31,58.0
2225743,3.0,2004-10-11,58.0
491531,5.0,2004-09-28,58.0
2284890,4.0,2005-03-10,58.0
1557557,4.0,2004-11-29,58.0
2606799,5.0,2005-01-31,58.0
1559083,3.0,2005-06-01,58.0
1146000,2.0,2004-09-03,58.0
647979,2.0,2004-02-13,58.0
2256485,3.0,2004-11-09,58.0
716173,5.0,2004-11-12,58.0
1299887,2.0,2005-02-17,58.0
789014,3.0,2004-09-03,58.0
504620,5.0,2005-07-27,58.0
16272,4.0,2003-07-14,58.0
305344,2.0,2003-08-24,58.0
844028,5.0,2004-09-28,58.0
1710658,3.0,2005-12-14,58.0
1205174,4.0,2004-11-09,58.0
1403217,3.0,2005-05-27,58.0
2147527,3.0,2005-11-20,58.0
74441,2.0,2004-09-03,58.0
447759,5.0,2005-07-12,58.0
2584676,4.0,2004-12-13,58.0
1431356,3.0,2005-02-26,58.0
402266,4.0,2004-10-16,58.0
752642,2.0,2004-09-03,58.0
555528,4.0,2004-09-03,58.0
2485642,5.0,2005-08-24,58.0
2255880,2.0,2003-08-04,58.0
121182,4.0,2004-09-03,58.0
2056022,3.0,2004-09-22,58.0
411290,3.0,2004-01-09,58.0
2220732,4.0,2003-12-29,58.0
1519378,3.0,2004-03-21,58.0
1806515,4.0,2005-07-17,58.0
2061495,4.0,2004-10-14,58.0
387418,3.0,2003-10-14,58.0
397212,3.0,2004-04-24,58.0
1114324,4.0,2004-11-20,58.0
1932594,3.0,2005-05-03,58.0
958687,4.0,2004-09-03,58.0
1061195,5.0,2004-12-19,58.0
1663888,5.0,2003-11-04,58.0
1257336,3.0,2004-11-23,58.0
1602153,3.0,2005-05-23,58.0
1037245,5.0,2005-08-23,58.0
1639792,1.0,2004-09-04,58.0
1233297,3.0,2003-09-09,58.0
57633,2.0,2004-09-03,58.0
2143500,3.0,2005-02-01,58.0
2460347,2.0,2003-10-07,58.0
518137,4.0,2005-08-09,58.0
1033930,4.0,2004-09-30,58.0
2238060,5.0,2005-04-07,58.0
1852040,3.0,2004-09-04,58.0
1707198,3.0,2004-09-26,58.0
1612901,3.0,2005-09-02,58.0
1300759,4.0,2004-09-21,58.0
2625420,4.0,2004-01-23,83.0
908205,4.0,2003-10-24,83.0
1977959,4.0,2002-07-29,83.0
1984086,5.0,2004-10-06,83.0
303948,4.0,2004-10-31,83.0
1673185,3.0,2002-07-28,83.0
2602249,3.0,2005-04-02,83.0
929308,4.0,2004-12-20,83.0
786312,4.0,2004-11-03,83.0
525356,4.0,2002-10-30,83.0
2102030,4.0,2002-10-31,83.0
1509395,4.0,2004-09-17,83.0
1784150,1.0,2005-02-03,83.0
1001129,3.0,2005-05-28,83.0
789969,5.0,2005-04-02,83.0
1927580,3.0,2003-11-24,83.0
727242,1.0,2002-07-03,83.0
235789,4.0,2004-12-28,83.0
2035299,4.0,2005-01-07,83.0
1792741,1.0,2001-03-24,83.0
636262,1.0,2005-08-24,83.0
2237185,4.0,2001-11-17,83.0
1166912,3.0,2003-05-06,83.0
2062350,1.0,2003-06-16,83.0
1139570,3.0,2000-10-07,83.0
1819462,2.0,2005-03-17,83.0
2439493,5.0,2002-08-14,83.0
530789,5.0,2005-01-19,83.0
147386,5.0,2004-09-18,83.0
238740,4.0,2004-10-06,83.0
684876,3.0,2005-10-11,83.0
1110156,4.0,2003-06-11,83.0
1028463,3.0,2004-06-08,83.0
743633,5.0,2005-03-29,83.0
952156,4.0,2004-02-21,83.0
1777406,3.0,2002-12-17,83.0
2248080,3.0,2001-12-11,83.0
818752,4.0,2004-03-23,83.0
638020,2.0,2003-12-04,83.0
2457095,2.0,2004-02-23,83.0
1876520,2.0,2002-10-06,83.0
394895,4.0,2005-04-03,83.0
1105029,5.0,2004-09-17,83.0
341649,4.0,2002-08-02,83.0
2537543,1.0,2005-04-10,83.0
2083367,3.0,2002-10-01,83.0
322009,4.0,2004-04-13,83.0
1664010,5.0,2005-10-12,83.0
1902838,2.0,2000-01-09,83.0
49890,5.0,2003-11-25,83.0
507094,4.0,2004-11-24,83.0
2514777,4.0,2003-11-03,83.0
1298511,5.0,2003-06-03,83.0
71594,3.0,2000-04-13,83.0
166041,4.0,2005-08-14,83.0
722591,5.0,2003-06-20,83.0
2291306,1.0,2004-02-19,83.0
3321,3.0,2005-07-31,83.0
491531,2.0,2002-08-01,83.0
2284890,2.0,2005-07-31,83.0
1317671,3.0,2005-04-03,83.0
1557557,3.0,2005-08-05,83.0
1984315,5.0,2003-12-23,83.0
1146000,2.0,2002-09-11,83.0
647979,3.0,2004-02-13,83.0
716173,5.0,2004-11-29,83.0
1299887,4.0,2005-02-07,83.0
789014,3.0,2001-10-27,83.0
504620,1.0,2005-07-15,83.0
16272,3.0,2002-07-28,83.0
305344,5.0,2002-09-09,83.0
844028,5.0,2002-09-10,83.0
1710658,3.0,2005-12-14,83.0
1205174,4.0,2004-11-18,83.0
74441,4.0,2000-12-13,83.0
447759,5.0,2005-09-30,83.0
2150746,3.0,2004-05-19,83.0
2584676,2.0,2005-02-07,83.0
2315012,5.0,2004-02-16,83.0
1431356,4.0,2005-02-13,83.0
402266,4.0,2004-11-18,83.0
752642,3.0,2001-03-21,83.0
555528,3.0,2002-10-31,83.0
2485642,4.0,2005-08-23,83.0
121182,4.0,2000-11-19,83.0
2056022,1.0,2002-12-31,83.0
411290,3.0,2004-01-10,83.0
1516350,4.0,2004-05-09,83.0
1519378,4.0,2004-05-20,83.0
1806515,3.0,2005-07-28,83.0
2118461,4.0,2005-09-13,83.0
2157060,3.0,2005-04-13,83.0
2061495,4.0,2005-01-19,83.0
387418,1.0,2003-10-10,83.0
1029163,3.0,2002-09-02,83.0
1114324,4.0,2004-12-06,83.0
1932594,4.0,2005-08-23,83.0
958687,4.0,2000-03-23,83.0
1061195,5.0,2003-10-02,83.0
1663888,5.0,2003-11-03,83.0
1461435,3.0,2002-11-22,83.0
1602153,3.0,2004-02-18,83.0
1037245,5.0,2005-12-23,83.0
1639792,3.0,2002-03-30,83.0
1233297,3.0,2002-10-15,83.0
57633,4.0,2002-10-18,83.0
2143500,3.0,2005-01-06,83.0
2460347,2.0,2003-10-07,83.0
1033930,4.0,2004-10-04,83.0
1707198,3.0,2003-10-08,83.0
1612901,4.0,2005-08-20,83.0
316155,3.0,2003-01-03,83.0
2634967,3.0,2004-01-12,83.0
1300759,4.0,2004-09-17,83.0
908205,4.0,2004-08-29,108.0
1977959,2.0,2004-06-22,108.0
303948,4.0,2005-07-20,108.0
1673185,3.0,2004-08-22,108.0
1227322,1.0,2005-09-25,108.0
786312,2.0,2005-04-01,108.0
929308,3.0,2005-05-17,108.0
525356,4.0,2004-07-29,108.0
2102030,5.0,2004-06-18,108.0
2119007,3.0,2005-08-20,108.0
1784150,4.0,2004-12-10,108.0
1509395,3.0,2005-02-13,108.0
1001129,2.0,2004-09-07,108.0
1927580,4.0,2005-04-06,108.0
716874,3.0,2005-07-04,108.0
727242,1.0,2004-07-06,108.0
235789,3.0,2004-12-28,108.0
2035299,2.0,2005-12-08,108.0
1792741,1.0,2004-06-28,108.0
1314869,3.0,2004-06-15,108.0
2237185,4.0,2004-06-17,108.0
1166912,3.0,2005-07-18,108.0
1139570,3.0,2004-07-17,108.0
1819462,1.0,2005-04-12,108.0
2439493,1.0,2004-07-19,108.0
530789,5.0,2005-02-28,108.0
147386,4.0,2004-10-18,108.0
684876,2.0,2005-02-08,108.0
1473980,3.0,2005-08-22,108.0
2040859,4.0,2004-09-30,108.0
1110156,3.0,2004-06-29,108.0
1028463,5.0,2004-06-23,108.0
743633,4.0,2005-05-14,108.0
952156,3.0,2004-06-17,108.0
2248080,3.0,2004-06-21,108.0
818752,2.0,2004-07-23,108.0
638020,3.0,2005-06-23,108.0
2457095,4.0,2004-06-30,108.0
184705,3.0,2004-11-18,108.0
2537543,1.0,2005-04-06,108.0
2083367,4.0,2004-08-19,108.0
322009,4.0,2004-06-24,108.0
1470123,1.0,2005-06-08,108.0
157667,4.0,2005-12-15,108.0
1664010,4.0,2005-10-12,108.0
49890,5.0,2004-06-28,108.0
507094,4.0,2004-10-28,108.0
862596,3.0,2005-10-12,108.0
1935793,3.0,2005-07-07,108.0
166041,2.0,2005-12-07,108.0
722591,5.0,2004-08-27,108.0
2291306,2.0,2004-02-19,108.0
491531,5.0,2005-04-06,108.0
1559083,4.0,2004-06-17,108.0
1557557,3.0,2005-09-12,108.0
1984315,3.0,2005-12-02,108.0
2256485,3.0,2004-06-28,108.0
716173,4.0,2005-06-01,108.0
1299887,3.0,2005-03-12,108.0
789014,3.0,2005-04-06,108.0
682963,3.0,2005-06-20,108.0
16272,2.0,2005-04-25,108.0
305344,1.0,2004-05-24,108.0
844028,4.0,2004-08-11,108.0
1403217,3.0,2005-12-28,108.0
1205174,4.0,2005-05-15,108.0
447759,5.0,2005-09-28,108.0
2150746,3.0,2004-08-09,108.0
2584676,5.0,2004-09-07,108.0
2315012,2.0,2005-11-18,108.0
1431356,2.0,2005-03-12,108.0
402266,4.0,2004-07-08,108.0
752642,2.0,2004-11-27,108.0
2485642,3.0,2005-09-09,108.0
2255880,3.0,2004-07-24,108.0
121182,4.0,2004-07-12,108.0
2056022,4.0,2004-06-19,108.0
2176465,2.0,2005-03-14,108.0
1516350,4.0,2004-08-31,108.0
1519378,3.0,2004-09-14,108.0
2118461,3.0,2005-09-13,108.0
1806515,3.0,2005-10-07,108.0
2061495,3.0,2004-07-03,108.0
387418,2.0,2004-02-13,108.0
1029163,2.0,2004-07-12,108.0
397212,5.0,2004-07-01,108.0
1114324,3.0,2005-04-14,108.0
1932594,3.0,2004-07-09,108.0
794999,5.0,2004-06-10,108.0
958687,4.0,2005-10-01,108.0
1663888,3.0,2004-06-23,108.0
1257336,2.0,2005-11-16,108.0
1461435,4.0,2005-03-28,108.0
1602153,3.0,2005-08-01,108.0
1037245,3.0,2005-12-23,108.0
1233297,4.0,2004-06-13,108.0
57633,3.0,2004-06-19,108.0
2143500,3.0,2005-02-11,108.0
1033930,4.0,2005-12-11,108.0
2238060,4.0,2004-08-18,108.0
1707198,3.0,2004-07-01,108.0
1852040,3.0,2004-06-17,108.0
1612901,3.0,2005-08-28,108.0
316155,1.0,2004-06-30,108.0
1300759,3.0,2004-07-13,108.0
908205,4.0,2005-01-19,118.0
2625420,3.0,2005-03-17,118.0
1977959,2.0,2004-12-02,118.0
1984086,3.0,2005-01-11,118.0
303948,4.0,2004-12-06,118.0
1227322,2.0,2004-11-23,118.0
2602249,3.0,2005-03-05,118.0
1673185,2.0,2005-03-06,118.0
786312,1.0,2004-11-22,118.0
929308,3.0,2002-11-01,118.0
2119007,5.0,2005-08-20,118.0
2102030,3.0,2005-04-28,118.0
1509395,3.0,2005-02-02,118.0
1784150,4.0,2005-04-29,118.0
1001129,3.0,2005-05-24,118.0
1927580,1.0,2004-11-01,118.0
716874,3.0,2005-05-06,118.0
727242,1.0,2005-03-01,118.0
235789,4.0,2004-12-04,118.0
1272379,1.0,2002-01-10,118.0
2035299,5.0,2004-12-21,118.0
1314869,3.0,2004-11-25,118.0
1792741,1.0,2001-02-15,118.0
636262,1.0,2005-08-23,118.0
2237185,3.0,2005-01-21,118.0
2062350,2.0,2004-12-08,118.0
1819462,4.0,2005-09-29,118.0
1139570,3.0,2005-11-19,118.0
2439493,1.0,2004-11-22,118.0
530789,4.0,2005-05-17,118.0
147386,3.0,2004-09-19,118.0
1563935,3.0,2005-06-08,118.0
684876,2.0,2004-08-10,118.0
1473980,4.0,2005-08-18,118.0
1028463,5.0,2004-12-04,118.0
1110156,3.0,2003-12-28,118.0
1268699,3.0,2004-06-28,118.0
743633,4.0,2004-12-31,118.0
1777406,1.0,2004-11-22,118.0
1903324,4.0,2003-12-05,118.0
2248080,2.0,2001-06-20,118.0
638020,2.0,2004-12-23,118.0
2457095,4.0,2004-12-06,118.0
394895,4.0,2005-01-19,118.0
595778,3.0,2004-11-25,118.0
184705,3.0,2004-11-22,118.0
507603,1.0,2005-03-23,118.0
341649,3.0,2004-11-06,118.0
2537543,3.0,2005-03-14,118.0
322009,4.0,2004-12-19,118.0
2083367,5.0,2002-10-18,118.0
1470123,3.0,2005-01-21,118.0
157667,1.0,2004-09-13,118.0
1664010,5.0,2005-10-12,118.0
1902838,1.0,2000-01-10,118.0
2327743,2.0,2004-01-16,118.0
49890,5.0,2005-03-04,118.0
507094,4.0,2004-12-30,118.0
862596,3.0,2005-09-18,118.0
873713,5.0,2004-11-27,118.0
2514777,5.0,2004-12-29,118.0
1298511,4.0,2003-07-04,118.0
1935793,3.0,2005-04-05,118.0
71594,4.0,2005-07-11,118.0
2291306,1.0,2004-10-05,118.0
3321,4.0,2005-07-25,118.0
2225743,4.0,2005-02-04,118.0
491531,5.0,2004-12-14,118.0
1317671,3.0,2005-02-08,118.0
2284890,3.0,2005-03-13,118.0
2606799,5.0,2005-01-26,118.0
1557557,4.0,2005-03-07,118.0
1559083,3.0,2003-12-30,118.0
1984315,2.0,2005-01-04,118.0
2256485,4.0,2004-12-17,118.0
647979,2.0,2005-01-22,118.0
716173,5.0,2004-12-17,118.0
1299887,3.0,2005-04-27,118.0
682963,3.0,2005-06-20,118.0
789014,3.0,2001-06-22,118.0
798296,1.0,2002-10-17,118.0
16272,4.0,2005-02-16,118.0
825353,5.0,2005-12-05,118.0
305344,2.0,2004-11-23,118.0
1710658,3.0,2005-12-15,118.0
1205174,4.0,2004-12-12,118.0
1403217,3.0,2005-04-26,118.0
74441,1.0,2000-12-14,118.0
447759,5.0,2005-09-30,118.0
2150746,2.0,2004-05-19,118.0
2584676,2.0,2005-05-19,118.0
2315012,2.0,2005-01-28,118.0
1431356,3.0,2005-02-14,118.0
402266,2.0,2004-06-29,118.0
752642,1.0,2001-02-26,118.0
2485642,4.0,2005-08-23,118.0
2255880,2.0,2002-11-26,118.0
121182,4.0,2004-12-14,118.0
2056022,4.0,2005-05-16,118.0
411290,3.0,2005-04-11,118.0
1516350,2.0,2005-08-17,118.0
2220732,3.0,2003-12-28,118.0
2118461,5.0,2005-10-24,118.0
2157060,4.0,2005-02-14,118.0
2061495,4.0,2005-01-19,118.0
387418,1.0,2004-11-22,118.0
1114324,2.0,2004-12-01,118.0
397212,4.0,2005-01-24,118.0
1029163,2.0,2002-09-20,118.0
1932594,1.0,2005-01-19,118.0
794999,5.0,2004-05-28,118.0
1061195,2.0,2004-11-10,118.0
958687,2.0,2001-07-20,118.0
1257336,4.0,2004-12-14,118.0
1663888,3.0,2005-05-08,118.0
1461435,1.0,2005-04-10,118.0
1602153,3.0,2005-01-19,118.0
1037245,3.0,2005-09-23,118.0
1233297,3.0,2005-01-23,118.0
1639792,1.0,2002-09-19,118.0
57633,1.0,2005-01-07,118.0
2143500,2.0,2004-12-11,118.0
1033930,3.0,2005-02-14,118.0
518137,3.0,2005-09-19,118.0
2238060,5.0,2005-12-08,118.0
1852040,4.0,2005-02-28,118.0
1612901,2.0,2005-09-10,118.0
316155,1.0,2004-12-03,118.0
1300759,4.0,2005-12-13,118.0
2625420,5.0,2002-11-05,143.0
908205,4.0,2004-09-05,143.0
1977959,3.0,2002-07-24,143.0
1984086,3.0,2004-08-09,143.0
303948,5.0,2004-08-19,143.0
1673185,3.0,2003-01-09,143.0
2602249,3.0,2004-06-03,143.0
1227322,2.0,2003-07-10,143.0
786312,3.0,2004-11-06,143.0
525356,4.0,2004-07-11,143.0
2102030,5.0,2003-04-16,143.0
2119007,3.0,2005-08-20,143.0
1509395,4.0,2004-09-19,143.0
1784150,3.0,2004-10-27,143.0
789969,3.0,2005-03-25,143.0
1927580,5.0,2004-01-06,143.0
716874,3.0,2005-05-13,143.0
727242,3.0,2003-07-08,143.0
235789,3.0,2004-10-27,143.0
1272379,3.0,2005-02-26,143.0
1792741,3.0,2001-01-05,143.0
1314869,3.0,2004-04-13,143.0
2237185,4.0,2001-04-10,143.0
1166912,3.0,2003-05-27,143.0
2062350,5.0,2003-06-17,143.0
1139570,4.0,2000-10-06,143.0
1819462,2.0,2005-04-06,143.0
2439493,1.0,2003-03-06,143.0
530789,2.0,2003-05-07,143.0
147386,4.0,2004-09-18,143.0
238740,4.0,2004-08-29,143.0
684876,3.0,2004-04-08,143.0
1473980,4.0,2005-08-22,143.0
1110156,3.0,2003-05-01,143.0
1028463,5.0,2004-06-25,143.0
1268699,4.0,2004-06-27,143.0
743633,4.0,2005-01-07,143.0
952156,4.0,2004-03-11,143.0
1903324,4.0,2003-05-18,143.0
1777406,4.0,2002-12-17,143.0
2248080,3.0,2001-06-26,143.0
